name,pos,age,height,weight,forty_yard,shuttle,vertical_jump,bench_press,psqarq
Mike Doherty,WR,,6016,207,4.62,4.39,33,15,107.2
Javess Blue,WR,22.8,5116,188,4.54,4.14,33,13,107.2
Marcus Beaurem,WR,,5102,187,4.39,4.33,35,12,106.8
Kasen Williams,WR,22.9,6014,218,4.62,4.47,35.5,17,106.1
Deon Long,WR,24.2,5115,192,4.51,4.27,34,13,106
Adam Humphries,WR,22.2,5100,194,4.5,4.32,32.5,14,105.9
LaSteven McKinney,WR,24,5082,178,4.57,4.22,36.5,14,105.9
Kyle Prater,WR,23.2,6051,231,4.72,4.24,31,20,105.7
David Porter,WR,,5114,205,4.5,4.2,31,13,105.6
Gabe Henderson,WR,,5103,188,4.65,4.11,33,13,105.6
Nigel Westbrooks,WR,22.9,6014,194,4.66,4.6,44,13,105.6
Milton Williams,WR,21.6,6020,218,4.68,4.45,37.5,10,105.4
DeAndre Smelter,WR,23.9,6021,226,4.54,,32,,105.3
Scott Kuehn,WR,24,5113,204,4.64,4.17,34.5,13,105.2
Christian Green,WR,23,6006,196,4.56,4.45,34,16,105.1
Ryan Mitchell,WR,22,6001,195,4.59,4.35,34.5,12,105
D.J. Ward,WR,,5102,182,4.64,4.37,39.5,13,104.8
Adam Shapiro,WR,,6000,191,4.6,4.08,37,13,104.7
Jake Harty,WR,,6020,207,4.71,4.33,35,12,104.5
Tyler Slavin,WR,,6007,210,4.6,4.23,34,13,104.4
Marquis Hayes,WR,,5067,164,4.47,4.25,37,12,104.3
Chris Nicholls,WR,24.1,5065,171,4.42,4.24,33,16,104.3
Der'rikk Thompson,WR,,5097,184,4.5,4.35,34,18,104.2
Zach D'Orazio,WR,24.3,6007,213,4.52,4.32,32,17,104.2
Tony Lippett,WR,23.2,6024,192,4.56,4.13,36,10,103.9
Tebucky Jones,WR,22.8,5113,196,4.58,4.4,35,18,103.9
Matt Milton,WR,24,6053,200,4.68,4.53,36,16,103.8
Dominic Rufran,WR,22.1,5114,188,4.53,4.29,33.5,18,103.6
Ricky Collins,WR,,6000,198,4.51,4.39,36,,103.4
Quan Bray,WR,22.4,5100,183,4.5,4.28,34,12,103.2
Andrew Opoku,WR,24.9,6037,222,4.66,4.36,35,17,103.1
Tacoi Sumler,WR,22.9,5075,188,4.48,4.4,33,13,103.1
Manasseh Garner,WR,23.6,6020,234,4.74,4.47,30.5,25,103.1
Richy Turner,WR,22.1,5101,197,4.7,4.31,40.5,10,103.1
Franklyn Williamson,WR,,6011,207,4.62,4.4,39,12,103.1
Kenny Cook,WR,23.3,6033,208,4.57,4.37,33,12,103
Chris Humphrey,WR,23.3,5117,191,4.59,4.19,32.5,10,102.9
Darius White,WR,,6030,210,4.64,4.59,37.5,13,102.8
Dennis Rowe,WR,,6022,210,4.58,,30.5,17,102.7
Jake Kumerow,WR,23.7,6044,209,4.52,4.26,31,15,102.7
Maudrecus Humphrey,WR,23.8,6001,183,4.51,4.19,35,2,102.6
Titus Davis,WR,22.8,6006,196,4.51,4.28,32.5,,102.5
Marquez Clark,WR,24,5102,179,4.55,4.23,34,12,102.4
Jarvis West,WR,23.9,5063,166,4.39,4.39,38.5,10,102.4
Billy Owens,WR,,6006,201,4.8,4.25,36.5,15,102.4
Josh Reese,WR,,5116,185,4.57,4.25,33.5,15,102.2
Deshon Foxx,WR,22.9,5096,177,4.44,4.28,32.5,13,102.2
Bryant Mitchell,WR,,6013,185,4.68,4.19,37,4,102.1
Kamron Palmer,WR,,6004,201,4.6,4.33,33,17,102
Adrian Coxson,WR,,6005,209,4.45,4.4,32,15,102
Nathan Hartline,WR,23,5110,179,4.58,4.49,37.5,18,101.9
Alex Wheat Jr.,WR,,6034,224,4.67,,30,,101.8
Hunter Lee,WR,22.9,5092,192,4.72,4.1,37.5,10,101.8
Erick Brundidge,WR,,5112,176,4.52,4.42,37,5,101.5
Aramis Greenwood,WR,,5107,191,4.67,4.49,35,16,101.5
Kaelin Clay,WR,23.7,5095,195,4.45,4.26,33,10,101.4
Chris Harper,WR,21.9,5106,182,4.52,4.36,35,11,101.4
Keanon Lowe,WR,23.5,5087,185,4.42,4.33,35.5,10,101.1
Cory Mitchell,WR,27.9,5115,190,4.63,4.43,35.5,,101
Justin Olack,WR,23,6036,229,4.61,4.61,32.5,18,101
Spencer Davis,WR,23.2,5065,172,4.58,4.24,35.5,15,101
Matt Costello,WR,23.8,5116,182,4.7,4.25,36.5,8,100.8
Deonte Welch,WR,,5112,215,4.64,4.46,35,7,100.8
LeKendrick Williams,WR,24,5074,179,4.43,4.34,29.5,22,100.7
Antonio Vaughan,WR,23.7,5084,170,4.61,4.4,33,15,100.6
Damon Byrd,WR,,5102,171,4.5,,33,,100.3
Christion Jones,WR,23.8,5101,182,4.63,4.19,32.5,8,100.3
Andre Davis,WR,,6007,211,4.63,4.33,32.5,,100.2
Marcus Henry,WR,22.8,5110,197,4.59,4.47,33.5,12,100.1
Nate Robitaille,WR,23.8,5115,182,4.56,4.15,32,14,99.9
Scott Harding,WR,29.2,5106,201,4.62,4.24,32,12,99.9
Malcome Kennedy,WR,23.5,5112,207,4.59,4.26,31.5,10,99.8
Greg Thurmond,WR,22.4,6000,179,4.48,4.35,35,,99.8
Devante Scott,WR,,5097,200,4.6,4.38,34,15,99.5
Jimmy Giansante,WR,23.7,6007,203,4.62,4.26,34.5,16,99.5
Tyler Allen,WR,22.9,5080,176,4.5,4.26,32.5,21,99.4
Chad Owens,WR,,5096,189,4.62,4.28,33,18,99.1
Chaz Barnes,WR,22.2,6010,194,4.5,4.25,33.5,10,99
Kai De La Cruz,WR,24,5112,195,4.75,4.24,33.5,,99
Chris Perkins,WR,23.9,6040,218,4.63,4.52,37,19,98.9
Michael Johnson,WR,23.6,5115,221,4.77,4.59,35,21,98.9
Jimmie Hunt,WR,,6002,208,4.54,4.46,31.5,12,98.9
Jereme Jones,WR,24.3,5055,166,4.75,4.31,37.5,17,98.7
Adrian Flemming,WR,24.6,6027,195,4.78,4.33,34.5,15,98.5
Rasheed Bailey,WR,,6012,205,4.6,4.4,32,14,98.2
Tay Willis,WR,24,5056,167,4.45,4.25,32.5,15,98.2
Steve Koudossou,WR,,5092,166,4.75,4.37,38.5,,98
Rob Bolden,WR,23.7,6037,218,4.57,4.59,35.5,12,98
Josh Harper,WR,23.9,6007,191,4.49,4.26,33.5,13,97.9
Nick Jones,WR,23.9,5070,165,4.44,4.25,33.5,9,97.6
Ronald Butler,WR,,5115,185,4.5,4.33,35,10,97.6
Tyrell Holmes,WR,,6010,178,4.68,4.5,38.5,,97.3
Anthony Foster,WR,24.9,5093,174,4.66,4.38,35.5,7,97.2
Melvin German,WR,25,6020,204,4.62,4.34,33.5,8,97.2
Robert Johnson,WR,24.1,6002,209,4.55,4.45,29.5,16,97.1
Joel German,WR,,5107,183,4.57,4.21,36,9,96.4
Rickey Galvin,WR,,5070,170,4.6,4.21,33,17,96.3
Jeremy Watson,WR,25.4,5100,201,4.59,4.41,32,15,96.1
Devin Rahming,WR,23.2,5107,173,4.55,,32,15,96.1
Andrew Johnson,WR,,6010,195,4.66,4.53,33.5,20,95.6
Verlon Reed,WR,24.8,6002,198,4.64,4.53,33,8,95.4
Justin McCay,WR,,6021,225,4.58,4.58,33,12,95
Jonathon Rumph,WR,23.9,6036,222,4.72,4.56,30,17,95
Brandon Freeman,WR,23.6,5097,179,4.67,4.63,36.5,7,94.9
Dorian Buford,WR,23.3,5113,175,4.58,4.33,33,11,94.8
Quantavius Leslie,WR,23.8,6024,174,4.47,4.35,32,,94.7
Sean Ballard,WR,,5104,186,4.68,4.37,35,13,94.5
Kevin Anderson,WR,23.4,5095,178,4.51,4.35,35.5,6,94.3
Dorian Guy,WR,,5112,181,4.53,4.44,34,8,94
Dondre Purnell,WR,,5075,186,4.69,4.46,36,,94
Jarrad Shaw,WR,23.3,5082,181,4.61,,34.5,,93.8
William Dukes,WR,23.4,6027,196,4.54,4.55,33.5,10,93.5
Abiola Aborishade,WR,,5113,189,4.53,4.52,34,10,93.4
Logan Hutton,WR,23.4,5113,181,4.64,4.4,33.5,13,93.4
Charles Lovett,WR,23.6,5071,179,4.62,4.39,32,10,93.3
Marcus Sullivan,WR,24.6,5084,186,4.52,4.66,32.5,11,93
Tyler Williams,WR,23.1,5060,170,4.62,4.45,32.5,23,92.9
Matt Miller,WR,24.4,6027,220,4.78,4.43,34,9,92.9
Glenn Coleman,WR,24.8,6007,202,4.72,4.48,33.5,13,92.5
Kam Jones,WR,23.6,5106,197,4.59,4.56,31.5,16,92.2
Shavarez Smith,WR,23.7,6000,200,4.61,4.55,35.5,12,91.7
Dimitri Stimphil,WR,23.2,5092,180,4.55,4.46,33,9,91.6
Derrick Joseph,WR,23.7,5082,154,4.47,4.47,35,10,91.4
Addison Richards,WR,22,6043,209,4.63,4.79,34.5,14,90.9
Tony Johnson,WR,23.7,6023,247,4.79,4.59,32,17,90.7
Justyn Shackleford,WR,22.8,5110,185,4.59,4.34,31,,90.6
Sam Ajala,WR,22.7,6005,195,4.59,4.64,29.5,12,90.3
Curry Sexton,WR,24,5107,184,4.66,4.31,32,12,90.2
Courtney Williams,WR,25.6,6001,210,4.75,4.56,33,12,90.1
Martize Barr,WR,22.9,5105,199,4.62,4.43,30.5,11,89.9
Kenzee Jackson,WR,23.5,5104,182,4.6,4.48,32,8,89.9
Tobi Antigha,WR,22.6,6021,223,4.81,4.64,34,,89.8
B.J. Chitty,WR,24,6014,210,4.7,4.46,35.5,11,89.8
Justin Sims,WR,,5073,175,4.51,4.56,32,13,89.6
Jeff Lang,WR,,5095,197,4.66,4.49,33.5,,89.5
Ian Hamilton,WR,21.9,6051,212,4.69,4.52,32,8,89.5
Jhomo Gordon,WR,21.9,5114,189,4.61,4.31,31,9,89.2
Jalen Fitzpatrick,WR,22,5087,192,4.64,4.49,32,9,89.1
D'Andre Randle,WR,22.3,5081,171,4.53,4.31,32,11,89
Grant Wallace,WR,,5107,197,4.67,4.2,30,5,88.8
Jabari Carr,WR,25,5115,185,4.68,4.51,33,8,88.8
Ezell Ruffin,WR,23.5,5115,218,4.6,4.58,30.5,17,88.8
Mark Roberts,WR,23.6,6037,182,4.51,4.59,30,5,88.2
Kinderick Dent,WR,23.2,6002,196,4.76,4.33,33.5,15,88.1
Deonte Swinton,WR,,6001,185,4.65,4.4,31.5,6,87.8
Sam Stratton,WR,24,5101,185,4.65,4.36,32.5,10,87.8
Marcellus Mack,WR,23.6,5114,192,4.68,4.52,29.5,,87.7
Clifton Rhodes,WR,24.4,5116,188,4.64,4.47,32,8,87.5
Stephen Bravo-Brown,WR,,5096,181,4.74,4.17,32,7,86.8
Spencer Wilkins,WR,23.4,5107,209,4.71,4.37,26.5,16,86.7
Holton Walker,WR,,6010,208,4.69,4.39,27,15,86.6
Tommy Hudson,WR,22.3,5101,169,4.7,4.38,31,10,86.4
Markeith Ambles,WR,23.9,6015,215,4.65,4.75,32,14,86.4
Clay Horne,WR,23.6,6063,218,4.68,4.82,32,7,85.6
Willie Byrn,WR,23.2,5100,179,4.83,4.38,33.5,14,85.6
Robert Clark,WR,,5080,168,4.5,4.48,34,,84.9
Rashad Ponder,WR,,5113,191,4.74,4.4,29,15,84.8
David Frazier,WR,22.5,5114,180,4.81,4.62,34,,84.7
Dwight Macon,WR,23,5100,205,4.71,4.47,29.5,12,84.5
Demarcus Thompson,WR,23.7,5106,172,4.74,4.44,33.5,7,84.5
Richard Aiyegoro,WR,,5055,162,4.52,4.42,31,14,84.3
Drew Carswell,WR,23.9,6036,216,4.79,4.79,32.5,12,84
Nevar Griffin,WR,22.7,6004,226,4.69,4.98,29.5,12,83.7
Spiffy Evans,WR,22.6,6007,170,4.51,4.46,30,,83.6
Julian Stafford,WR,,5083,182,4.53,4.5,30,,83.4
Kenny Harrison,WR,22.9,5091,176,4.66,4.39,31.5,10,83.3
Jeremiah Kobena,WR,23.6,5103,185,4.71,4.2,28,,83.3
Jameon Lewis,WR,23.9,5082,188,4.64,4.43,29,11,83
Jalen Claiborne,WR,22.6,5077,153,4.55,4.5,31,,82.8
Stephen Nelson,WR,,5115,184,4.75,4.06,30,,82.8
Reggie Travis,WR,23.5,6014,183,4.62,4.49,31.5,,82.7
Anthony Eboreime,WR,,6022,183,4.7,4.58,32.5,13,81.8
Keith Johnson,WR,22.6,5107,181,4.66,4.53,28,9,81.7
Jeric Magnant,WR,23.5,6001,180,4.78,4.22,30.5,9,81
Rudy Rudolph,WR,22.2,6000,170,4.5,4.46,30,,80.1
DeMarco Robinson,WR,,5095,165,4.52,4.42,27.5,,80.1
Earon Holmes,WR,23.8,6036,192,4.76,4.66,32.5,5,79.9
Tommy Shuler,WR,,5071,189,4.72,4.37,29.5,12,79.8
Craig Wilkins,WR,,5106,185,4.89,4.53,32.5,9,79.7
Greg Watson,WR,22.4,5097,212,4.87,4.69,30.5,18,79.3
Malcolm Trail,WR,23.6,6010,200,4.75,4.56,29.5,11,79
Chris Allen,WR,,6005,202,4.69,4.53,28.5,16,78.7
Jarred Haggins,WR,23.7,5116,192,4.74,4.58,28.5,11,78.5
Daniel Rodriguez,WR,,5070,174,4.91,4.34,31.5,10,77.6
Willie McNeal,WR,,5103,162,4.71,4.5,33.5,6,77.3
Josiah Monroe,WR,,5060,176,4.83,4.38,28.5,8,77.2
Brian Wetzel,WR,23.1,5106,187,4.84,4.45,28,8,77
T.J. Glover,WR,24,5072,177,4.66,4.45,29,6,76.4
Marcus Cunningham,WR,,5112,205,5.02,4.36,31,11,75.8
Justin Bernard,WR,,5116,204,4.81,4.66,32,12,75.5
Tyler Boyd,WR,22.4,5082,186,4.8,4.42,30,9,75.3
Xavier Milton,WR,,5115,183,4.68,4.62,29.5,11,74.9
Joe Powell,WR,,5113,181,4.89,4.51,32,12,74.5
Poppy Livers,WR,23.6,5070,168,4.8,4.35,29,9,71.8
Lynquez Blair,WR,22.7,5093,179,4.78,4.5,27.5,9,71
Kevin Weatherspoon,WR,,5097,175,4.93,4.39,28.5,8,70.7
Geoffrey Norwood,WR,,5080,179,4.74,4.47,24.5,,70.4
Devin Clarke,WR,23.9,5102,167,4.67,4.46,29.5,6,69.2
Antonio Pitts,WR,,5094,178,4.75,4.34,25,7,68.4
Keiwone Malone,WR,23.9,5101,155,4.71,4.69,28,,66.1
Sterling Griffin,WR,,6005,193,4.86,4.68,28,6,64.5
Andrew Turzilli,WR,23.9,6041,190,4.52,4.34,,12,
Ed Williams,WR,24.6,6014,198,,,,,
Daray Crawford,WR,,6010,234,,,,,
Chris Smith,WR,,5114,200,4.46,,,,
name,pos,age,height,weight,forty_yard,shuttle,vertical_jump,bench_press,psqarq
Chris Smith,WR,,5114,200,4.46,,,,
Brian Parker,TE,23.3,6044,265,4.7,4.4,38.5,25,134.1
John Peters,TE,,6083,265,4.7,4.26,33,27,131.8
Jeff Heuerman,TE,22.9,6051,254,4.81,4.32,34.5,26,123.5
Beau Gardner,TE,25.8,6043,253,4.72,4.48,41,22,123.5
MyCole Pruitt,TE,23.5,6022,251,4.58,4.37,38,17,123
Jesse James,TE,21.3,6070,261,4.66,4.5,37.5,26,121.4
Casey Pierce,TE,24,6032,244,4.76,4.22,36.5,19,121.1
Chris Malott,TE,,6041,236,4.7,4.52,40.5,14,117.3
Mitchell Henry,TE,22.8,6035,252,4.68,4.28,37,15,117.1
Geoff Swaim,TE,,6043,252,4.69,4.58,35.5,,117
Mitch King,TE,,6053,253,4.7,4.43,33,21,116.9
C.J. Uzomah,TE,22.8,6056,262,4.6,4.57,31,19,116.8
Gannon Sinclair,TE,20.9,6067,257,4.76,4.22,32,13,116.5
Luke Eakes,TE,24.4,6025,246,4.83,4.12,33,21,115.9
Matt Lengel,TE,24.8,6077,268,4.91,4.33,32,26,115.9
James O'Shaughnessy,TE,23.7,6042,248,4.67,4.38,35,16,115.6
Mike McFarland,TE,,6064,252,4.78,4.4,35,18,114.2
Gerald Christian,TE,24,6030,244,4.78,4.56,34.5,28,114.1
Wes Saxton,TE,22.1,6033,248,4.65,4.49,36,19,113.8
Westlee Tonga,TE,27.1,6035,245,4.75,4.43,32.5,26,113.2
Kennard Backman,TE,22.6,6032,243,4.65,4.49,35.5,17,112.6
Blake Bell,TE,24.1,6062,252,4.8,4.32,33,18,112.1
Will Tye,TE,23.9,6021,257,4.55,4.65,31.5,,112
Tyler Kroft,TE,22.9,6054,246,4.75,4.5,34,17,110.9
Harold Spears,TE,23.6,6035,251,4.73,4.53,36.5,20,110.6
Nick Boyle,TE,22.6,6044,268,5,4.23,30.5,20,109
Alex Evans,TE,,6043,249,4.89,4.38,34.5,,108.8
Matt LaCosse,TE,23,6057,257,4.7,4.57,30,20,108.6
Gabe Holmes,TE,24.5,6050,254,4.84,4.3,33.5,21,108.3
Steven Borden,TE,,6030,233,4.75,4.46,33,21,108.1
Clive Walford,TE,23.9,6040,251,4.79,4.57,35,20,107.6
Jake Golic,TE,24.8,6040,251,4.78,4.56,33.5,19,107
Maxx Williams,TE,21.4,6037,249,4.78,4.37,34.5,17,106.4
Jack Tabb,TE,23.1,6027,243,4.7,4.4,31,17,106.2
Devin Mahina,TE,26.8,6055,250,4.8,4.45,29.5,23,106
Matt Marfisi,TE,23.6,6061,265,4.94,4.48,31.8,19,106
Malcolm Johnson,TE,23.1,6011,231,4.67,4.43,32,19,104.9
Andrew Gleichert,TE,23.7,6047,258,4.87,4.46,34.5,20,104.6
Jean Sifrin,TE,28.1,6052,245,4.77,4.6,33,15,104.6
Raphael Akpejiori,TE,24.9,6071,252,5.09,4.65,37.5,16,104.4
Larry Pettis,TE,22.9,6040,249,5.09,4.45,37,21,103.4
Justin Tukes,TE,,6041,259,4.82,4.66,33,21,103.4
Brock DeCicco,TE,24.3,6046,244,4.88,,34.5,15,103
Khari Lee,TE,23.7,6042,258,5.03,4.42,36,18,102.7
Faysal Shafaat,TE,23.9,6035,242,4.9,4.48,31.5,22,102.1
Shane Young,TE,23.6,6031,249,4.86,4.47,31.5,25,102.1
E.J. Bibbs,TE,23.8,6020,258,4.88,4.52,31.5,22,102.1
Eric Tomlinson,TE,23.4,6060,263,4.75,4.54,31,23,101.9
A.J. Derby,TE,24,6036,255,4.72,4.51,30,15,101
Ben Koyack,TE,22.4,6047,255,4.79,4.52,30,16,100.8
Travis Dickson,TE,23.9,6017,240,4.72,4.44,30,17,100.6
Earnest Pettway,TE,22.8,6035,235,4.89,4.66,35,22,100.4
Logan Stokes,TE,22.9,6034,252,4.72,4.56,32.5,21,100.2
Josh Bordner,TE,23.3,6035,244,4.82,4.34,32,18,100
Justin Podrabsky,TE,24,6060,252,4.91,4.5,34,17,99.7
Kevin Haplea,TE,23.9,6032,249,4.73,4.63,30,24,99.5
Cliff Murphy,TE,,6030,280,4.97,4.82,32,24,99.3
Ronnie Shields,TE,,6046,237,4.74,4.45,32.5,13,99.2
Taylor Barnhill,TE,23.9,6031,237,4.88,,33.5,22,99
Michael Hartvigson,TE,,6054,251,5.03,4.43,33.5,15,98.5
Justin Sinz,TE,23.9,6040,251,4.81,4.53,31,18,98.4
Tyreese Russell,TE,22.1,6030,243,4.88,4.51,35,13,98.2
Lucas Hefty,TE,22.5,6034,223,4.76,4.64,35,,98.1
Eric Frohnapfel,TE,,6056,239,4.78,4.43,30.5,16,97.4
Mike Kinville,TE,23.4,6030,238,4.9,4.46,33.5,20,97.3
Cory White,TE,24.7,6037,247,4.8,4.66,32,19,96.7
Woody Quinn,TE,23.3,6051,248,4.98,4.52,35.5,16,96.6
Brian Vogler,TE,,6065,262,4.84,4.62,29.5,17,96.4
Tim Semisch,TE,24,6074,256,4.97,4.43,31,16,95.2
Jeff LePak,TE,,6054,243,4.9,4.29,29,11,95
Charles Brooks,TE,24.9,6040,245,4.84,4.8,34,13,93.7
Charles Torwudzo,TE,23.8,6041,222,4.81,4.44,31.5,13,93.3
Tevin Westbrook,TE,,6051,257,4.94,4.71,30,18,93
Bryant Watts,TE,,6047,258,5.14,4.57,33,12,92.6
Clay Burton,TE,,6036,259,5.03,4.56,30,24,92
Tyson Heller,TE,24,6025,235,4.92,4.53,31.5,19,91.9
Nick O'Leary,TE,23,6032,252,4.93,4.5,30.5,21,91.5
Bradley Miller,TE,24,6044,244,5,4.4,28,15,91.5
Ray J. Brown,TE,,6025,240,4.87,4.58,31,17,90.2
Steven Jones,TE,,6037,254,4.96,4.9,32,23,89.7
Joe Wirth,TE,,6043,258,4.96,4.75,32.5,16,88.8
Brandon Fulse,TE,23.1,6044,253,4.88,4.52,28.5,12,86.4
Jacob Wark,TE,23.6,6031,256,4.91,4.52,27.5,21,85.4
Alex Welch,TE,,6030,241,5.1,4.43,28.5,,84.8
Connor Peters,TE,,6041,255,5.01,4.55,29,25,83.8
Corey Simmons,TE,,6040,258,4.94,4.62,26,17,83
Jordon Jenkins,TE,22.6,6031,245,4.93,4.65,31.5,11,81.5
Jefferson Court,TE,,6024,238,5.11,4.65,31,20,80
Bo Revell,TE,23.9,6065,281,5.22,4.68,24.5,25,79.9
Katrae Ford,TE,23.2,6044,248,5.01,4.65,27.5,23,79.3
Katrae Ford,TE,23.2,6044,248,5.01,4.65,27.5,23,79.3
J.D. Krill,TE,,6046,232,5.05,4.6,29.5,,79.1
Katrae Ford,TE,,6044,248,5.04,4.65,27.5,23,78.9
Ray Hamilton,TE,22.9,6040,262,5.06,4.7,30,14,78.9
Wesley Powell,TE,22.1,6091,260,4.98,4.99,27,12,78.2
Gary Farley,TE,,6031,255,4.98,4.71,27.5,16,77.7
Deon Butler,TE,,6026,239,4.93,4.87,27,9,72.8
Rory Anderson,TE,23,6045,244,,,,,
Randall Telfer,TE,22.3,6036,250,,,,20,
Alex Deleon,TE,,6023,244,4.98,,,13,
Cullen Rosine,TE,,6050,250,,,,,
Dan Light,TE,22.9,6041,250,4.8,,,,
name,pos,age,height,weight,forty_yard,shuttle,vertical_jump,bench_press,psqarq
Dan Light,TE,22.9,6041,250,4.8,,,,
Kristjan Sokoli,OC,24,6050,290,4.84,4.36,38,31,155.4
Nick Easton,OC,23.3,6026,303,5.1,4.6,30.5,29,126.6
Ali Marpet,OG,22.8,6037,307,4.98,4.47,30.5,30,124.7
Jake Fisher,OT,22.5,6061,306,5.01,4.33,32.5,25,127.1
Mark Glowinski,OG,,6043,307,5.12,4.58,31,31,123.6
A.J. Cann,OG,24,6026,313,5.18,4.47,32.5,30,123.4
Michael Liedtke,OG,23.7,6036,305,4.91,4.7,33,28,122.4
Austin Reiter,OC,,6026,301,5.12,4.53,34,32,122.3
Brandon Scherff,OG,23.8,6045,319,5.05,4.57,32.5,23,118.6
Laurence Gibson,OT,24.5,6056,305,5.04,4.56,33.5,24,121.3
Tyreek Burwell,OT,,6052,302,4.97,4.79,32.5,30,120.9
Andre Davis,OG,,6037,314,5.06,4.77,32.5,23,117.5
Jesse Davis,OT,24,6057,309,5.28,4.85,30.5,26,118.3
Donovan Smith,OT,22.2,6055,338,4.98,4.79,32,26,118.2
Mitch Morse,OG,23.4,6053,305,5.14,4.5,31,36,115.1
Laken Tomlinson,OG,23.6,6033,323,5.2,4.71,31.5,25,113.6
Shaq Mason,OC,22,6016,304,4.97,4.65,32,25,113.1
Tyler Sulka,OG,,6042,290,4.95,4.56,29.5,18,112.2
Jarvis Harrison,OG,23.8,6041,330,5.19,4.62,29.5,26,111.9
Cameron Clear,OT,22.6,6053,277,4.9,4.48,33.5,,114.2
Bryce Redman,OC,23.9,6012,297,5.26,4.78,31.5,38,112.2
Jamon Brown,OT,22.5,6035,323,5.08,4.61,28,28,113.7
Cameron Erving,OC,23,6054,313,5.15,4.63,30.5,30,111.8
Hroniss Grasu,OC,24.1,6030,297,5.03,4.74,31,,111.6
David Wang,OC,24.9,6013,303,5.07,4.5,32.5,29,111.5
Chad Hamilton,OG,,6020,292,4.97,4.63,30,19,110.7
Damein Willis,OG,,6035,338,5.27,4.91,27,18,110.3
Darryl Baldwin,OT,,6055,305,4.94,4.64,30.5,30,112.4
Austin Sowell,OC,23.9,6040,295,5.03,4.82,29.5,33,110.1
Aundrey Walker,OG,22.7,6053,292,5.15,4.61,33.5,,109.1
T.J. Clemmings,OT,23.9,6046,309,5.14,4.54,32.5,22,110.8
Cody Wichmann,OG,23.3,6052,319,4.97,4.75,27,20,108.3
Quinton Spain,OG,23.1,6041,330,5.08,4.75,29,28,108.2
Solomone Kafu,OG,,6027,354,5.36,4.77,27,29,107.9
Tovar Allen,OT,,6046,321,5.32,5.07,31,24,109.8
Denzell Goode,OG,,6053,339,5.29,4.85,31,23,107.7
Sukh Chungh,OG,,6032,305,5.28,4.59,29,25,107.5
David Andrews,OC,23.1,6021,295,5.12,4.78,30,27,107.9
Alex Dole,OG,,6023,297,5.17,4.92,30,32,107
Daniel Munyer,OG,23.5,6012,305,5.25,4.72,33,25,106.9
De'Ondre Wesley,OT,,6064,313,5.22,4.65,31,18,108.8
Kamalie Matthews,OG,23.6,6023,310,4.94,4.78,31,19,106.9
Terry Poole,OG,23.6,6046,307,5.09,4.66,31,25,106.7
Terry Johnson,OG,22.5,6005,303,5.08,4.85,30,34,106.6
Chris Reed,OG,23.1,6031,305,5.03,5.08,28.5,25,106.2
Jesse Somsel,OG,24.2,6040,310,5.26,4.76,29.5,46,106
Tyson Chandler,OT,,6056,331,5.36,4.87,27.5,31,107.8
Andy Phillips,OG,24.1,6020,300,5.04,4.75,30,26,105.8
C.J. Simon,OG,,6021,298,5.02,4.51,24.5,31,105.7
Travis Switzer,OC,22.9,6022,301,5.28,4.76,29.5,35,106.3
Mauola Malaga,OG,21.1,6012,346,5.14,5.12,28,30,105.1
Cole Manhart,OG,,6043,298,5.35,4.65,28,28,105
Fehoko Fanaika,OG,23,6046,354,5.4,5,26,,104.8
Malcolm Bunche,OT,,6057,320,5.15,4.89,27.5,32,105.6
Andrus Peat,OT,21.9,6067,313,5.18,4.62,31,,105.5
Sean Hickey,OT,24,6053,309,5.39,4.75,27,38,105.4
Corey Robinson,OT,23.3,6065,324,5.34,4.81,31,28,105.2
Cedric Ogbuehi,OT,23.4,6052,306,5.08,4.74,30,23,105.2
Greg Mancz,OC,23.4,6044,301,5.08,4.56,29,22,104.1
Mike Coccia,OC,23.1,6026,302,5.2,4.78,30.5,27,104.1
James Bodanis,OT,24.3,6037,289,5.07,4.69,31,25,104.4
Tom Farniok,OC,24,6031,301,5.38,4.75,30,23,103.6
Rob Crisp,OT,23.8,6065,301,5.26,4.6,32.5,26,104.3
Jake Rodgers,OT,,6056,315,5.26,4.86,30.5,24,104.3
Valerian Ume-Ezeoke,OC,,6020,305,5.44,4.82,30,25,103.5
John Miller,OG,22,6024,303,5.2,4.7,28,29,102.6
Montavis Mack,OG,,6004,272,5.3,,31.5,21,102.2
Trent Brown,OT,22.5,6084,355,5.29,4.78,28,20,103.1
Michael Heitz,OG,24,6060,301,5.62,4.73,30,24,101.5
Michael Calicchio,OT,,6083,325,5.44,4.89,30,26,102.9
James Atoe,OG,,6060,367,5.66,5.23,27.5,30,101.4
Chaz Green,OT,23.5,6045,314,5.16,4.7,29.5,21,102.8
Jamil Douglas,OG,23.6,6040,304,5.25,4.5,29,28,101.3
Ereck Flowers,OT,21.4,6062,329,5.26,4.7,27,37,102.4
Micah Hatchie,OT,,6043,297,5.44,4.85,31,28,102.2
Ian Silberman,OT,23,6051,306,5.13,4.87,27.5,26,102.2
Anthony Morris,OT,23.5,6071,303,5.27,4.87,27.5,25,102.2
Garrett Frye,OT,22.3,6041,295,5.15,4.78,30.5,32,102.2
Matt Rotheram,OG,23.1,6050,325,5.47,4.53,28,22,100.6
D.J. Humphries,OT,21.8,6050,307,5.12,4.64,31,26,102
Trevor Sales,OC,,6014,306,5.46,4.79,28,29,101.4
